"","company","reviewer","date","rate","comment"
"3392","APPLE","Vinod Kumar",2020-02-22,"1","Very bad after-sale"
"3393","APPLE","Honestdirectfeedback",2020-02-22,"1","Apple Store Carindale QLD extremely…"
"3394","APPLE","Rhonda Ackerman",2020-02-21,"1","I hate APPLE"
"3395","APPLE","Cindy",2020-02-21,"1","Faulty Watch"
"3396","APPLE","Venusha",2020-02-21,"1","Absolute rubbish!!"
"3397","APPLE","rani shar,ma",2020-02-20,"3","Apple   +''1''' 8'''''5'''5' 4'''''8''5' '''''𝔒'''4'0'7 𝔱𝔢𝔠𝔥𝔫𝔦𝔠𝔞𝔩 𝔰𝔲𝔭𝔭𝔬𝔯𝔱 𝔥𝔢𝔩𝔭𝔩𝔦𝔫𝔢 𝔱𝔬𝔩𝔩-𝔣𝔯𝔢𝔢 𝔫𝔲𝔪𝔟𝔢𝔯"
"3398","APPLE","Michelle",2020-02-19,"1","Would not refund me for a charge that…"
"3399","APPLE","Pofina Veresyuk",2020-02-19,"1","Unbelievable!"
"3400","APPLE","rock Rulezz",2020-02-18,"5","I love apple"
"3401","APPLE","Card User",2020-02-17,"1","CREDIT SCORE DESTROYED"
"3402","APPLE","jackie burch",2020-02-17,"1","Apple store drake circus…"
"3403","APPLE","Dear Mr Clarke",2020-02-17,"1","Apple is a discrace"
"3404","APPLE","RVW",2020-02-16,"1","Apple support is hardly supportive"
"3405","APPLE","Tee",2020-02-16,"1","Apple is a JOKE and RIPP OFF"
"3406","APPLE","Kimi Reichardt",2020-02-15,"5","Excellent products"
"3407","APPLE","david de leon",2020-02-14,"1","Apple The authoritarian company"
"3408","APPLE","Arik Lev",2020-02-14,"1","Apple is not friendly"
"3409","APPLE","JMCKEE",2020-02-14,"1","This company gets worse by the min"
"3410","APPLE","Witherstorm Jack",2020-02-14,"1","Worst online shopping experience"
"3411","APPLE","Jessica Morales",2020-02-13,"5","I love my phone and it is very fast"
"3412","APPLE","Phill Crean",2020-02-13,"1","First class products, Worst after sales and Customer Service"
"3413","APPLE","Savvy",2020-02-13,"1","I have a 2013 Mac book air and the…"
"3414","APPLE","harry Smorenberg",2020-02-12,"1","IPhone explodes and bursts open! No compensation by Apple !"
"3415","APPLE","Arthur Sharp",2020-02-12,"1","Had been using my Mini I pad for 5yrs…"
"3416","APPLE","caroline griffith",2020-02-11,"1","support/billing don't help at all"
"3417","APPLE","Diana",2020-02-10,"1","Rude staff"
"3418","APPLE","Michael",2020-02-10,"1","Quite possibly the worst support I have…"
"3419","APPLE","James Bird",2020-02-10,"1","Just had a bad experience with Apple…"
"3420","APPLE","Kaleigh Killoran",2020-02-10,"1","Don't bother buying apple care"
"3421","APPLE","Glynn Davies",2020-02-10,"1","Cast with android (Free). Cast with iPhone £34.99p."
"3422","APPLE","Fatou Nguer",2020-02-09,"4","Today I talked to Jennie she's been…"
"3423","APPLE","Paul Boose",2020-02-09,"4","About ready to end using apple iphone"
"3424","APPLE","Arthur Ledoux",2020-02-09,"1","bought an Ipad for my girlfriend 14…"
"3425","APPLE","Jamie Flory",2020-02-08,"1","Where is my phone???"
"3426","APPLE","Carolyn Danielle Reid",2020-02-08,"1","Horrible customer service including the supervisor Heather I talked with"
"3427","APPLE","yousuckifyoublockme",2020-02-07,"1","Rotten Apple customer service to the core"
"3428","APPLE","Laura Jennings",2020-02-06,"1","by galaxy instead of apple"
"3429","APPLE","Julie Hill",2020-02-06,"1","Been dealing with apple customer…"
"3430","APPLE","Louis Hagen",2020-02-06,"5","I like our products :D"
"3431","APPLE","Sheila Wells",2020-02-06,"1","Apple iPhone 10x is a piece of crap! Dont! buy apple iPhone 10x"
"3432","APPLE","Barb",2020-02-05,"1","Apple stinks"
"3433","APPLE","Eric",2020-02-05,"1","Unreliable software, lousy customer support"
"3434","APPLE","Emma",2020-02-04,"1","You can only be refunded for 2 months…"
"3435","APPLE","Bruce Richardson",2020-02-04,"1","Catalini problems"
"3436","APPLE","Mike Patrovich",2020-02-04,"1","Apple is running a scam and Best Buy…"
"3437","APPLE","Urminder Jammu",2020-02-04,"1","Apple support is not helpful"
"3438","APPLE","Arianna Siotto Sturtevant",2020-02-04,"2","I've had Apple since forever"
"3439","APPLE","Joyce Reynolds",2020-02-03,"1","After 2 weeks of my Imac being at the…"
"3440","APPLE","Ryan Kozera",2020-02-02,"1","Apple has the sh$;9$est products that money can buy"
"3441","APPLE","stuff and things",2020-02-02,"2","Good Products Poor Customer Service"
"3442","APPLE","Sam Jones",2020-02-01,"1","Not good at all"
"3443","APPLE","CeeAli Love",2020-02-01,"1","IPHONE REFUND ME BACK"
"3444","APPLE","Dave",2020-02-01,"1","After 8 years I give up.iPhones are crap."
"3445","APPLE","Mr Ansari",2020-01-31,"1","Do not buy anything online using 0%…"
"3446","APPLE","Joseph Finke",2020-01-31,"1","Bought a new Mac Air at Best Buy .."
"3447","APPLE","Robert M",2020-01-30,"2","I have had iphones since inception and the 11 is crap"
"3448","APPLE","Polli85",2020-01-28,"5","I love iPhone 11"
"3449","APPLE","Manny Severn",2020-01-27,"5","Great customer support!"
"3450","APPLE","KC",2020-01-26,"1","absolutely dreadful do not go to the store in Watford if you have a disability as there is no support"
"3451","APPLE","Georgie Shaw",2020-01-25,"1","Horrendous service"
"3452","APPLE","George Fraga",2020-01-25,"1","Apple IPAD activation"
"3453","APPLE","Ty Mills",2020-01-25,"1","Why the water eject shortcut is not…"
"3454","APPLE","Jacopo Sivitz",2020-01-24,"1","Never buy Apple products again!!!"
"3455","APPLE","Joey F. Schuler",2020-01-24,"1","THE LAST TIME I EVER USE ANYTHING APPLE"
"3456","APPLE","Dareen Maisara",2020-01-24,"1","I recently got a MacBook Pro from them"
"3457","APPLE","Ricardo Arambarri",2020-01-23,"1","This review is for Apple Shopping…"
"3458","APPLE","Chestnut",2020-01-23,"1","Was an Apple fan but never again"
"3459","APPLE","SR",2020-01-23,"1","Apple Mac OS Catalina is dreadful"
"3460","APPLE","Joseph Y.",2020-01-22,"3","Gets more and more expensive with every…"
"3461","APPLE","Ellie Johnston",2020-01-22,"4","We need this emoji"
"3462","APPLE","Glamour Forever",2020-01-22,"1","I AM ABSOLUTELY DISGUSTED BY APPLE'S…"
"3463","APPLE","Cara Brooke Giles",2020-01-22,"5","Always ask for Kyle."
"3464","APPLE","Nicole",2020-01-21,"5","Well January 17 my lockout! Apple security is awesome"
"3465","APPLE","Antti Nevalainen",2020-01-21,"1","Poor product quality."
"3466","APPLE","maria giovanna pianu",2020-01-21,"1","Love the product but I had such an…"
"3467","APPLE","Jens M. Svendsen",2020-01-20,"1","Apples Safari udmelder en konkurrence i…"
"3468","APPLE","Simone",2020-01-20,"1","I am sick of the lighting cables"
"3469","APPLE","john patton",2020-01-19,"1","If I could give apple a Minus star I…"
"3470","APPLE","Jeff wilson",2020-01-19,"1","They  have  the worst  customer service…"
"3471","APPLE","Adam Hsino",2020-01-19,"1","iPhone 11 is the worst phone I’ve ever…"
"3472","APPLE","giuseppe pancari",2020-01-19,"1","bad company"
"3473","APPLE","Duncan Bray",2020-01-19,"1","Apple heading down hill"
"3474","APPLE","Mr Blue",2020-01-18,"4","Very convincing!"
"3475","APPLE","Jennifer Gams",2020-01-18,"1","Apple's iPhone trade-in is a scam!!!"
"3476","APPLE","Dr. McMillen",2020-01-18,"1","SCAM ARTISTS....Called SUMMIT MALL store phone rang for for 1 hour and never answered the phone!!!!!!!!!!!!!"
"3477","APPLE","Eugene",2020-01-17,"4","Gets more and more expensive every time…"
"3478","APPLE","Mr Ian Buist",2020-01-17,"1","Shocking customer service"
"3479","APPLE","Nayo Gariépy",2020-01-17,"1","Worst customer service"
"3480","APPLE","Sebastian Rocha",2020-01-17,"1","I’m almost done with y’all ,Siri has…"
"3481","APPLE","Edward",2020-01-16,"1","I got a brand new sealed iPhone XS and…"
"3482","APPLE","Joni Gras",2020-01-16,"1","locked iPod useless"
"3483","APPLE","Olivia Cobb",2020-01-16,"1","If I could give them zero stars I…"
"3484","APPLE","Vkd1104",2020-01-15,"1","Senior Specialist hung up on me..."
"3485","APPLE","liam riordan",2020-01-14,"1","Change of heart about Apple, Iphone and Mac products"
"3486","APPLE","karmen pettit",2020-01-14,"1","For the last 3-4 years I have informed…"
"3487","APPLE","Shaun Bailey",2020-01-13,"1","Disgusting Thieves"
"3488","APPLE","RachelO",2020-01-13,"1","Not releasing terrorist info is helping terrorists"
"3489","APPLE","Mahesh",2020-01-13,"1","I on November 22nd 2019 purchased…"
"3490","APPLE","Ben Weber",2020-01-13,"4","I am a long time apple user"
"3491","APPLE","Catherine",2020-01-13,"1","I hate Apple and their customer…"
"3492","APPLE","Jacob Andyson",2020-01-13,"1","Terrible products"
"3493","APPLE","Anjuma",2020-01-11,"1","Switch to android!!!!!"
"3494","APPLE","Michael K",2020-01-11,"3","Overpriced but solid"
"3495","APPLE","Doug",2020-01-11,"1","Their customer service is horrible"
"3496","APPLE","Mya Teeter",2020-01-10,"3","airpod case and find my iphone"
"3497","APPLE","Dennis Reed",2020-01-10,"5","Great company"
"3498","APPLE","Jaeden Cutler",2020-01-09,"5","Missing AirPods"
"3499","APPLE","Kit Longarm",2020-01-09,"5","Shareholder and long time product user"
"3500","APPLE","Kris Greer",2020-01-09,"5","I proud and happy customer of apple…"
"3501","APPLE","Peg Chengdu",2020-01-08,"1","When will Apple die out to fit its destiny"
"3502","APPLE","Philip",2020-01-08,"2","At this point you're paying for brand"
"3503","APPLE","Meghan S",2020-01-08,"3","Long lines"
"3504","APPLE","Sherri Holmes",2020-01-08,"3","Face recognition is useless vs thumb…"
"3505","APPLE","Carrie",2020-01-08,"1","Very disappointed in Apples security"
"3506","APPLE","Kal Stevens",2020-01-07,"1","Iphone 11 worst phone ever"
"3507","APPLE","L Wright",2020-01-07,"1","Poor quality product for the price"
"3508","APPLE","Patrick Alessi",2020-01-07,"5","Best online shopping experience!"
"3509","APPLE","Inovis",2020-01-07,"3","Great Tool, but safari windows are irritating."
"3510","APPLE","D Jones",2020-01-07,"1","DO NOT BY APPLE COMPUTERS"
"3511","APPLE","Anthony",2020-01-06,"1","F Apple"
"3512","APPLE","Jeannie Davis",2020-01-06,"1","I get more out of the dog in the neighbors yard then the person apple!!!!"
"3513","APPLE","Veronika",2020-01-05,"1","APPLE WON'T SELL A PRODUCT TO ME - I've been trying for a MONTH and still unsuccessful"
"3514","APPLE","Piotr Grella-Mozejko",2020-01-05,"1","Soldered HDs lead to environmental pollution"
"3515","APPLE","Simonetta",2020-01-03,"1","Terrible after sales phone service."
"3516","APPLE","Jon Ldn",2020-01-02,"5","Easy website looks good"
"3517","APPLE","SN Alper",2020-01-02,"1","Don't be fooled by the fancy store"
"3518","APPLE","bob bob",2020-01-02,"1","Bad iphone xs max"
"3519","APPLE","Darius",2020-01-02,"1","I never received my iPhone 11 and when…"
"3520","APPLE","Jai Dee",2020-01-02,"1","This company is so desperate to raise…"
"3521","APPLE","dab Isaac",2020-01-02,"5","the best"
"3522","APPLE","Kyle Neighbors",2020-01-01,"5","Apple has the best customer service"
"3523","APPLE","Tamara Law",2020-01-01,"1","The latest updates for the iPad Pro iPhone X are absurd!!! DO NOT UPDATE!!!!!"
"3524","APPLE","Duncan White",2020-01-01,"1","Apple updates and why you should avoid them"
"3525","APPLE","Dragos Ungureanu",2019-12-31,"2","Apple will rip you off"
"3526","APPLE","Jihad Salloum",2019-12-31,"1","No one should ever buy any Apple…"
"3527","APPLE","Paul",2019-12-31,"1","Apple trade in not worth paper written on. Solihull staff utterly useless"
"3528","APPLE","Aden Beem",2019-12-30,"1","$1500 MacBook that can’t connect to WiFi"
"3529","APPLE","Stefan",2019-12-30,"1","I wish not to give any stars to this…"
"3530","APPLE","Rachel Woeller",2019-12-30,"3","I just bought an iPhone 8 and it’s way…"
"3531","APPLE","Michael",2019-12-29,"1","Terrible"
"3532","APPLE","Sarah Waldron",2019-12-29,"1","Sour Apples 😠"
"3533","APPLE","Anna",2019-12-29,"1","apple needs to get it together"
"3534","APPLE","Naz",2019-12-29,"1","Please do not SHOP from online Apple…"
"3535","APPLE","Fra1970",2019-12-28,"1","My wife purchased a $200 Apple gift…"
"3536","APPLE","M Outten",2019-12-27,"2","I received an ipad at my company…"
"3537","APPLE","Dru",2019-12-27,"5","Airpods"
"3538","APPLE","David",2019-12-27,"1","Selling refurb equipment as brand new"
"3539","APPLE","Laughing Dog",2019-12-26,"1","Never trust apple"
"3540","APPLE","Robin Brown",2019-12-26,"3","Shame about the software!"
"3541","APPLE","Georgina Sleeman",2019-12-25,"1","Sh1te"
"3542","APPLE","Me",2019-12-25,"1","Awful to use"
"3543","APPLE","Alasdair Monk",2019-12-25,"1","Ruined Christmas!!"
"3544","APPLE","Married To The KGB",2019-12-25,"1","terrible"
"3545","APPLE","Dael",2019-12-25,"1","I purchased an iPhone 10 January 2019"
"3546","APPLE","Agnieszka K",2019-12-24,"1","Another annoying update.."
"3547","APPLE","Erica Cooper",2019-12-24,"1","I got the iPad 7th generation that came…"
"3548","APPLE","Justin Frazier",2019-12-23,"1","Awful."
"3549","APPLE","Zahra Mohammed",2019-12-23,"1","very bad screen quality..damages…"
"3550","APPLE","P",2019-12-23,"1","History with Apple macbook, imac & iphone."
"3551","APPLE","Mark",2019-12-22,"1","Apple MacBook Pro faulty batteries"
"3552","APPLE","CB",2019-12-21,"1","Apple will post fraudulent articles on their Apple News Feed"
"3553","APPLE","Mark Thomas",2019-12-21,"1","Hopeless service from Singapore Apple store..."
"3554","APPLE","Dan Lorenzon",2019-12-20,"1","3rd rate customer service"
"3555","APPLE","Ramy Carter",2019-12-19,"2","I’ve been an Apple user for years and…"
"3556","APPLE","Robbie Carkner",2019-12-19,"1","Garbage Garbage Garbage Garbage Garbage"
"3557","APPLE","No Thank You",2019-12-19,"1","Apple and Their iPhones Are Awful"
"3558","APPLE","hannah kubida",2019-12-19,"1","ios 13"
"3559","APPLE","Kimberly Jenkins",2019-12-17,"1","Beware of Apple and their terrible…"
"3560","APPLE","Ryan Berner",2019-12-17,"1","The iPhone X has been the biggest piece…"
"3561","APPLE","Dascia Gilliam",2019-12-17,"1","I ordered an Apple Watch"
"3562","APPLE","Mike Connor",2019-12-17,"1","No support for Ipod"
"3563","APPLE","Sarah Turnock",2019-12-17,"5","Very good customer service when I had a…"
"3564","APPLE","E Watson",2019-12-17,"1","Less than stellar customer service/online sales"
"3565","APPLE","Tameka Jackson",2019-12-17,"1","I can’t wait until I pay this phone I’m…"
"3566","APPLE","David G",2019-12-17,"1","I purchased an iMac 21"" three years…"
"3567","APPLE","Ian Toma",2019-12-17,"1","From the top and most liked company to…"
"3568","APPLE","Hasan Iqbal",2019-12-15,"5","Excellent service from Apple Sweden"
"3569","APPLE","Ken Crotty",2019-12-15,"3","I purchased a $600 iPhone that…"
"3570","APPLE","Mostafa Soliman",2019-12-15,"1","my iphone 8 plus had been disconnected…"
"3571","APPLE","Gavin Swain",2019-12-15,"1","Apple No More"
"3572","APPLE","Tony Pavlov",2019-12-15,"2","Just dropped my iPhone xr for the first…"
"3573","APPLE","thewoodys",2019-12-14,"1","Iphone XS Max"
"3574","APPLE","Mick",2019-12-14,"1","Brand new Beats Studio 3 wireless…"
"3575","APPLE","prashanth simha",2019-12-14,"1","Already regretting buy iPhone"
"3576","APPLE","Victor S.",2019-12-14,"1","Unfair!!! Lost trust in Apple"
"3577","APPLE","Terri Rvrz",2019-12-13,"1","Apple will screw you out of your…"
"3578","APPLE","Rob Cooper",2019-12-12,"1","Applecare+ theft & loss protection terrible process"
"3579","APPLE","Richard",2019-12-12,"1","Four years ago I spent $700+ on the…"
"3580","APPLE","da takuan",2019-12-12,"1","Customerservice stnks"
"3581","APPLE","longytvbox longy",2019-12-12,"5","Great product as usual"
"3582","APPLE","Tammy Sherman",2019-12-12,"1","Apple"
"3583","APPLE","Brandon Thompson",2019-12-11,"1","Apple Has Customer Service? Yeah Right...HaHa!"
"3584","APPLE","Anika",2019-12-11,"1","Inexistent Customer Servicw"
"3585","APPLE","Chris Ahern",2019-12-11,"3","MagSafe Power Adaptor"
"3586","APPLE","Anders Kanten",2019-12-11,"1","Apple plays nice with bullies"
"3587","APPLE","Simone",2019-12-10,"1","IPhone Xs call quality issues not resolved by Apple with fob off"
"3588","APPLE","Despina Kokoris",2019-12-10,"1","I have currently been on hold for the…"
"3589","APPLE","Jake",2019-12-10,"4","Yep good as usual"
"3590","APPLE","Louise Hughes",2019-12-10,"1","Apple’s customer service is shocking"
"3591","APPLE","Jose",2019-12-10,"1","Government doesn't protect consumer in Canada and Apple Sucks!!!"
"3592","APPLE","Mark",2019-12-09,"1","Hello all apple iPhone 10 users"
"3593","APPLE","DD",2019-12-09,"1","Please train your staff"
"3594","APPLE","Apple.com",2019-12-09,"1","Poor"
"3595","APPLE","Theresa Thomas",2019-12-08,"1","Poor customer service in regards to issues with iPhone X"
"3596","APPLE","Ramy -",2019-12-08,"1","Unreliable"
"3597","APPLE","AKEILAH",2019-12-08,"1","Worst customer service"
"3598","APPLE","A Javaid",2019-12-08,"1","Apple data base is crap."
"3599","APPLE","Netreba",2019-12-08,"5","i love with apple with products"
"3600","APPLE","elke brewster",2019-12-08,"1","They don’t care about customers, only their bottom line"
"3601","APPLE","Agan Duzel",2019-12-08,"1","Worst phone EVER"
"3602","APPLE","Piotr Nowak",2019-12-07,"1","worst 💩I've ever had"
"3603","APPLE","Millie E",2019-12-07,"1","Just got scam by Apple.com"
"3604","APPLE","Marie Vohn Behrs",2019-12-07,"2","Missing Steve Jobs.."
"3605","APPLE","Cookie Jr.",2019-12-07,"2","What's with the assistant recovery"
"3606","APPLE","Piper Silva",2019-12-07,"1","Hate the new keyboard setup stupid new keyboard update stuffs up everything"
"3607","APPLE","client",2019-12-06,"1","One year MacBook Pro stopped charging"
"3608","APPLE","Lilius JJ",2019-12-06,"3","Do not sell older models"
"3609","APPLE","Imran Akhtar",2019-12-05,"1","Worst company"
"3610","APPLE","ThickYoomin Trash",2019-12-05,"5","i Want live lock screeeeen"
"3611","APPLE","Cd",2019-12-05,"1","Apple’s poor customer experience"
"3612","APPLE","Alex",2019-12-04,"5","Great"
"3613","APPLE","BiloUS",2019-12-04,"1","Apple sucks last years"
"3614","APPLE","josh peterson",2019-12-03,"1","iTunes is a joke lost my job over this"
"3615","APPLE","Robert",2019-12-03,"3","Expensive"
"3616","APPLE","A FURIUS CUSTOMER",2019-12-03,"1","Retina Display Anti-Reflective coating…"
"3617","APPLE","lany",2019-12-03,"1","3 months now trying to get my iPad…"
"3618","APPLE","Frederic Feisthauer",2019-12-03,"1","You like bugs? Freezing screen? Weaker battery? Get an apple!"
"3619","APPLE","Phil",2019-12-02,"1","Faulty product 1 month and 3 days after…"
"3620","APPLE","Alexander Brill",2019-12-02,"1","Poor UK customer service"
"3621","APPLE","Rajwant Singh",2019-12-02,"1","Apple case 100963229247 - spoke to miguel ramos - Apple Distribution International"
"3622","APPLE","Roy Sanderfer",2019-12-02,"1","Apple is over rated and over priced"
"3623","APPLE","Yahalashet Hyman",2019-12-01,"1","Lately has been unsatisfactory"
"3624","APPLE","Julia M",2019-12-01,"1","The Bath store"
"3625","APPLE","Eunice",2019-12-01,"4","its ok."
"3626","APPLE","Bobby Morris",2019-11-30,"1","iPhone 11 is garbage"
"3627","APPLE","Shalayne McDonald",2019-11-29,"3","Average service"
"3628","APPLE","moustafa elminabawy",2019-11-28,"1","I had an Apple Watch series 1 brand new…"
"3629","APPLE","Linda Powell",2019-11-27,"3","The best phones on earth coupled with…"
"3630","APPLE","Larry Byers",2019-11-27,"1","was ripped off by apple today"
"3631","APPLE","Thomas Waters",2019-11-27,"1","Apple continues to deduct monthly…"
"3632","APPLE","Nivedan Sharma",2019-11-27,"1","I've barely used brand new mac pro and…"
"3633","APPLE","Kera Ann",2019-11-26,"1","Apple has lost my respect"
"3634","APPLE","Alim Ali",2019-11-26,"5","decent"
"3635","APPLE","Chandra Chan",2019-11-26,"1","Apple is terrible"
"3636","APPLE","Evelyn Merchant",2019-11-25,"1","Nonsensical regulations."
"3637","APPLE","Dawn Seran",2019-11-25,"1","10 month old IPhone X doesn’t work"
"3638","APPLE","Danny Nairn",2019-11-23,"1","Got a subscription I had forgotten to…"
"3639","APPLE","Frances Cohen",2019-11-23,"1","Bad business service"
"3640","APPLE","steve",2019-11-22,"1","I bought a Mac book pro retina in 2017"
"3641","APPLE","mbrakes23",2019-11-22,"1","Where is their SUPPORT? Nowhere to be found!"
"3642","APPLE","PYildiz",2019-11-21,"1","Terrible password reset process"
"3643","APPLE","Sean",2019-11-21,"1","Very rude customer service from a…"
"3644","APPLE","Gilbert perez",2019-11-21,"1","Liars, poor services and expensive"
"3645","APPLE","Cassaundra Steele",2019-11-20,"1","The new update was a virus"
"3646","APPLE","George",2019-11-20,"4","One of the best designed products I’ve…"
"3647","APPLE","Debby Dutkovich",2019-11-20,"5","Apple is the best!!!"
"3648","APPLE","Kathy Roderick",2019-11-19,"1","I had a dealing with the apple warranty…"
"3649","APPLE","Robin Brown",2019-11-19,"2","Rigid and small minded.  Europe is not the USA!"
"3650","APPLE","Jonathan Singh",2019-11-19,"1","Absolute Garbage"
"3651","APPLE","James",2019-11-19,"1","Have an issue with an app"
"3652","APPLE","Kaitlin LaCaille",2019-11-19,"1","DO NOT GET AN IPHONE."
"3653","APPLE","Madison Scott",2019-11-18,"1","The worst experience of my life with…"
"3654","APPLE","Raji Virk",2019-11-17,"1","Bad Customer service"
"3655","APPLE","Beth",2019-11-16,"5","Mobile data problem with iPhone 11 Pro"
"3656","APPLE","Ace Dedrick",2019-11-16,"1","THE MOST ANNOYING THING IS WHEN IM…"
"3657","APPLE","Sassy Kayyy",2019-11-16,"1","I can’t get my into my IPad"
"3658","APPLE","Raul Soria",2019-11-15,"5","organized"
"3659","APPLE","Justin Tartagni",2019-11-15,"1","PLEASE READ.."
"3660","APPLE","Geri K McFarland",2019-11-15,"1","I have a very fragile iPhone 8 Plus"
"3661","APPLE","Adil Kazi",2019-11-15,"1","Bought a IPhone 11 Pro Max 256gb 3 days…"
"3662","APPLE","Imran Haider",2019-11-15,"1","MacBook is headache for react-native-developers"
"3663","APPLE","Heather Melissa",2019-11-14,"1","Apple is the sorriest piece of nothing…"
"3664","APPLE","Jaclyn",2019-11-14,"1","A Kr.25,000 MacBook Pro worth nothing…"
"3665","APPLE","Hillary Leben",2019-11-13,"4","Mac Pro is great if it’s not too humid"
"3666","APPLE","Kevin worrell",2019-11-13,"5","Brilliant service"
"3667","APPLE","Benefactor",2019-11-13,"3","Whos the dummy"
"3668","APPLE","Beverley Welch",2019-11-12,"4","Great product quality"
"3669","APPLE","Matt",2019-11-12,"1","Joining the hordes moving away from…"
"3670","APPLE","Natividad Cruz",2019-11-12,"1","Apple has the worse service for their…"
"3671","APPLE","Zed",2019-11-11,"1","Apple - Rotten to the core"
"3672","APPLE","Jenny Franks",2019-11-11,"1","The screens on the I Phones are barely…"
"3673","APPLE","Paul Anthony",2019-11-11,"1","I love Apple - not anymore!"
"3674","APPLE","Ginalyn Escobar",2019-11-10,"1","Rip Off"
"3675","APPLE","Mikayla Fletcher",2019-11-10,"5","Review on a call"
"3676","APPLE","Hardeep Singh",2019-11-10,"1","I downloaded The new system Catalina to…"
"3677","APPLE","Cindy Spedding",2019-11-09,"1","I would give negative stars"
"3678","APPLE","Nikki Fuentes",2019-11-09,"1","I have been on hold 35mins only for…"
"3679","APPLE","Kim Piper",2019-11-09,"1","I think that Apple Started off to be an…"
"3680","APPLE","Rose Merant",2019-11-09,"1","apple sucks"
"3681","APPLE","Geoff Ball",2019-11-09,"1","Appalling customer service"
"3682","APPLE","Ubu",2019-11-09,"1","Don't buy Apple"
"3683","APPLE","Vihar Chaudhari",2019-11-09,"5","So far So Good"
"3684","APPLE","paul luksys",2019-11-08,"1","Where do I begin!!"
"3685","APPLE","Kjell Stefan Loof",2019-11-08,"2","Poor customer Service in  Norway"
"3686","APPLE","CHIM",2019-11-08,"1","LACK OF KNOWLEDGE IN SUPPORT_RUN FROM APPLE!"
"3687","APPLE","Cameron Somal",2019-11-08,"3","Birmingham store took forever to serve…"
"3688","APPLE","Donald Wentworth Jr",2019-11-07,"1","incompetence"
"3689","APPLE","Jeffrey Brock",2019-11-07,"1","I try to put a debit card on Apple…"
"3690","APPLE","Shannon",2019-11-07,"5","Love it my apple watch series 5, white silver"
"3691","APPLE","Micah LeCroy",2019-11-07,"1","Expensive products, useless in a year or two."
"3692","APPLE","Pam",2019-11-07,"1","Apple is allow companies like boost…"
"3693","APPLE","Paul",2019-11-07,"1","Awful"
"3694","APPLE","Vicky Wiglusz",2019-11-07,"1","Poor customer service in Cambridge"
"3695","APPLE","Gabriel Wolinski",2019-11-07,"2","bad updates"
"3696","APPLE","Dean Harvey",2019-11-07,"1","I purchased a iPhone XS in July but…"
"3697","APPLE","Del",2019-11-07,"1","AVOID"
"3698","APPLE","Andrew Fewer",2019-11-06,"1","Apple really sucks a lot wish they…"
"3699","APPLE","John Reeher",2019-11-06,"1","They lock you out of your own devices"
"3700","APPLE","Sophie de Jonge",2019-11-06,"1","Extremely poor products"
"3701","APPLE","Andrew Kerman",2019-11-06,"1","Horrible Apple customer support"
"3702","APPLE","C cleworth",2019-11-05,"5","had an issue with my Apple Music…"
"3703","APPLE","Ashley Cooper",2019-11-05,"3","I do not like the new photo viewer on…"
"3704","APPLE","Tdj Giles",2019-11-04,"2","Horrible service"
"3705","APPLE","Gergely Banos",2019-11-04,"2","IOS 13 - utter cr@p"
"3706","APPLE","Craig R. Sweet, M.D.",2019-11-04,"1","Horrible customer service today"
"3707","APPLE","Himanshu Juneja",2019-11-04,"1","bought the phone 11 pro max week ago"
"3708","APPLE","Adam Pearson",2019-11-03,"1","apple is a joke"
"3709","APPLE","Rehan Harharah",2019-11-03,"1","Apple failure in services and product"
"3710","APPLE","Brytnii Nater",2019-11-03,"1","I'm questioning my loyalty to Apple…"
"3711","APPLE","Adam Gooding",2019-11-02,"1","Worst company ever the biggest scam…"
"3712","APPLE","Samantha Cooper",2019-11-02,"5","love the products"
"3713","APPLE","Adela Vitan",2019-11-02,"1","A mockery to customer’s face"
"3714","APPLE","Jameson Cauble",2019-11-01,"1","Hahahahaha you still use apple…"
"3715","APPLE","Swara Mia",2019-11-01,"5","I like Apple's products"
"3716","APPLE","Enza Giacalone",2019-10-31,"1","I'm definitely going back to PC now"
"3717","APPLE","Steve",2019-10-31,"1","Awful company no customer service…"
"3718","APPLE","Mr Malcolm Perry",2019-10-31,"1","Ipad pro 12.9 broke. Replacements dont work even. Do Not Buy Apple"
"3719","APPLE","su cv",2019-10-31,"1","New iOS update is killing my iPhone 7"
"3720","APPLE","Dan",2019-10-31,"1","Apple is an evil Mafia criminal…"
"3721","APPLE","717_ak",2019-10-30,"4","to expensive"
"3722","APPLE","Shelley",2019-10-30,"1","So many crappy apple products"
"3723","APPLE","Alessia Guaiani",2019-10-30,"3","never buying apple ever again!"
"3724","APPLE","Tania Ferguson",2019-10-29,"1","I have been a loyal customer for 15…"
"3725","APPLE","Traian",2019-10-29,"1","Appel become an expensive joke."
"3726","APPLE","Barry",2019-10-29,"4","I really like Apple's website"
"3727","APPLE","Michael Graulich",2019-10-29,"1","Poor Customer Service"
"3728","APPLE","dupedMacOwner",2019-10-29,"1","So easy to buy right"
"3729","APPLE","Marcus Skipp",2019-10-29,"5","So easy to purchase my laptop"
"3730","APPLE","Ste1984",2019-10-29,"1","Apple Watch 4 Explosion (while on wrist causing burns)"
"3731","APPLE","Debra Reeves",2019-10-29,"1","iPhone Run Around"
"3732","APPLE","Detlef",2019-10-29,"5","PLEASE PLEASE PLEASE do something about…"
"3733","APPLE","KH",2019-10-28,"1","Beware: iPhone Pro Max 11 glitches"
